name,smiles,taste,MW,LogP,HBD,HBA,TPSA
Colupulone,CC(C)C(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C,bitter,400.5590000000002,6.473700000000006,2.0,4.0,74.6
Pipradrol Hydrochloride,Cl.OC(C1CCCCN1)(c2ccccc2)c3ccccc3,bitter,303.833,3.4864000000000015,2.0,2.0,32.26
"6,4'-dihydroxyflavone",Oc1ccc(cc1)C2=CC(=O)c3cc(O)ccc3O2,bitter,254.24099999999999,2.8712,2.0,4.0,70.67
Mersalyl,O.[Na+].COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-],bitter,506.86000000000024,-4.295499999999995,1.0,5.0,119.19000000000003
Glucovanillin,COc1cc(C=O)ccc1OC2OC(CO)C(O)C(O)C2O,bitter,314.28999999999996,-1.3136000000000005,4.0,8.0,125.68000000000002
Amprotropine Phosphate,CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1.OP(=O)(O)O,bitter,405.428,1.7451000000000003,4.0,5.0,127.53
Arecoline Hydrobromide,Br.COC(=O)C1=CCCN(C)C1,bitter,236.10899999999995,0.9992,0.0,3.0,29.54
(-)-alpha Thujone,CC(C)[C@@]12C[C@@H]1[C@H](C)C(=O)C2,bitter,152.23699999999997,2.2576,0.0,1.0,17.07
"5,7'-dimethoxyflavonee",COc1cc(OC)c2C(=O)C=C(Oc2c1)c3ccccc3,bitter,282.295,3.4772000000000016,0.0,4.0,48.67
Hg-12,COC1CC(OC2CC[C@]3(C)C4CC(OC(=O)/C(=C/C)/C)[C@]5(C)C(CC[C@]5(O)C4CC=C3C2)C(=O)C)OC(C)C1OC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1,bitter,879.0940000000005,4.6942000000000075,3.0,15.0,187.12999999999997
Magnesium Sulfate Heptahydrate,O.O.O.O.O.O.O.[Mg+2].[O-]S(=O)(=O)[O-],bitter,246.47299999999998,-7.4916999999999945,0.0,4.0,300.76
Pholcodine,CN1CCC23C4Oc5c(OCCN6CCOCC6)ccc(CC1C2C=CC4O)c35,bitter,398.50300000000004,1.2034999999999998,1.0,6.0,54.400000000000006
Plaunotol,CC(=CCCC(=CCCC(=CCCC(=CCO)C)CO)C)C,bitter,306.49000000000007,5.096800000000007,2.0,2.0,40.46
Trans-isoadhumulone,CC[C@H](C)C(=O)C1=C(O)[C@@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C,bitter,362.4660000000001,3.6254000000000026,2.0,5.0,91.66999999999999
"7,3',4'-trihydroxyflavone",Oc1ccc2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,bitter,270.24,2.5768000000000004,3.0,5.0,90.9
Butalbital,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,bitter,224.26,0.9609999999999999,2.0,3.0,75.27000000000001
Warfarin Sodium salt,[Na+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3,bitter,330.315,-0.01839999999999975,0.0,4.0,70.34
Prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,bitter,358.43400000000014,1.7658,2.0,5.0,91.67
Veatchine,CC12CCCC3(C1CCC45CC(CCC34)C(=C)C5O)C6OCCN6C2,bitter,343.51100000000014,3.5783000000000023,1.0,3.0,32.7
Ginkgolide A,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,bitter,408.40300000000013,-0.3402999999999995,2.0,9.0,128.59
"Phe-phe-phe, Phenylalanyl-phenylalanyl-phenylalanine",O=C(C([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])N([H])C(C([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])N([H])[H])=O)N([H])C([H])(C(=O)O[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H],bitter,459.54600000000016,2.096000000000001,4.0,4.0,121.52
Tricetin,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3cc(O)c(O)c(O)c3,bitter,302.238,1.9879999999999998,5.0,7.0,131.36
Methamphetamine Hydrochloride,Cl.CNC(C)Cc1ccccc1,bitter,185.69800000000004,2.2588,1.0,1.0,12.03
Pentamidine Isethionate,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1.OCCS(=O)(=O)O.OCCS(=O)(=O)O,bitter,592.6930000000003,0.615840000000003,8.0,10.0,267.4
Trp-trp,O=C([C@@]([H])(C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H])N([H])[H])N([H])[C@@]([H])(C(=O)O[H])C([H])([H])c(c([H])n3[H])c4c3c([H])c([H])c([H])c4[H],bitter,390.44300000000015,2.3311,5.0,3.0,124.0
Apigenin,Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,bitter,270.24,2.5768000000000004,3.0,5.0,90.9
"4,2,5-trihydroxychalconee",Oc1ccc(C=CC(=O)c2cc(O)ccc2O)cc1,bitter,256.257,2.6995000000000005,3.0,4.0,77.76
Nikethamide,CCN(CC)C(=O)c1cccnc1,bitter,178.235,1.5636,0.0,2.0,33.2
Lomefloxacin,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,bitter,351.353,1.7959,2.0,5.0,74.57000000000001
Fennel oil,COc1ccc(CC=C)cc1.COc2ccc(C=CC)cc2.CC34CCC(C3)C(C)(C)C4=O,bitter,448.64700000000033,7.553700000000008,0.0,3.0,35.53
Alpha-Linolenic Acid,CCC=CCC=CCC=CCCCCCCCC(=O)O,bitter,278.4359999999999,5.660500000000005,1.0,1.0,37.3
Phenyl beta-D-glucopyranoside,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,bitter,256.254,-1.1347000000000005,4.0,6.0,99.38000000000001
6-Methyl-2-thiouracil,Cc1cc(O)nc(S)n1,bitter,142.18300000000002,0.7793199999999998,2.0,4.0,46.010000000000005
Quinazoline,c1ccc2ncncc2c1,bitter,130.15,1.6297999999999997,0.0,2.0,25.78
Chloral Hydrate,OC(O)C(Cl)(Cl)Cl,bitter,165.403,0.6672999999999998,2.0,2.0,40.46
Magnesium Lactate Trihydrate,[Mg+2].CC([O-])C(=O)[O-].CC([O-])C(=O)[O-],bitter,200.42899999999997,-5.410599999999999,0.0,6.0,126.38
Procainamid,CCN(CC)CCNC(=O)c1ccc(N)cc1,bitter,235.33100000000002,1.3403999999999996,2.0,3.0,58.36
"(-)-epigallocatechin (EGC), epigallocatechin, Gallocatechol",O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3cc(O)c(O)c(O)c3,bitter,306.27,1.2516999999999994,6.0,7.0,130.61
Liquiritigenin,Oc1ccc(cc1)C2CC(=O)c3ccc(O)cc3O2,bitter,256.257,2.8043000000000013,2.0,4.0,66.76
Atranorin,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,bitter,374.34500000000014,2.546960000000001,3.0,8.0,130.36
Berberine,COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OC,bitter,336.367,3.096300000000001,0.0,4.0,40.8
Sodium Bromide,[Na+].[Br-],bitter,102.89399999999999,-5.992,0.0,0.0,0.0
Dodecarbonium Chloride,[Cl-].CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1,bitter,397.04700000000014,2.304100000000001,1.0,1.0,29.1
Columbin,CC12CC(OC(=O)C1CCC3(C)C2C4OC(=O)C3(O)C=C4)c5cocc5,bitter,358.39000000000004,2.532700000000001,1.0,6.0,85.97
Sulfur dioxide,O=S=O,bitter,64.065,-0.6701999999999999,0.0,2.0,34.14
Citral (neral),CC(=CCCC(=CC=O)C)C,bitter,152.237,2.878000000000001,0.0,1.0,17.07
Amphetamine Sulfate,CC(N)Cc1ccccc1.CC(N)Cc2ccccc2.OS(=O)(=O)O,bitter,368.499,2.4998,4.0,4.0,126.64
Artemisin,CC1C2C(O)CC3(C)C=CC(=O)C(=C3C2OC1=O)C,bitter,262.305,1.3903999999999999,1.0,4.0,63.6
Glaucarubin,CCC(C)(O)C(=O)OC1C2C(C)C(O)C3(O)OCC24C(CC5C(=CC(O)C(O)C5(C)C34)C)OC1=O,bitter,496.5530000000003,-0.35929999999999995,5.0,10.0,162.98
Enalapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,bitter,376.45300000000026,1.6046,2.0,5.0,95.94000000000001
Glucobrassicin,OCC1OC(SC(=NOS(=O)(=O)O)Cc2c[nH]c3ccccc23)C(O)C(O)C1O,bitter,448.4750000000001,-0.6236000000000004,6.0,10.0,181.89999999999998
"Quinine , Quinine bimuriate, Quinine dihydrochloride",Cl.Cl.COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,bitter,397.3460000000003,4.016800000000003,1.0,4.0,45.59
Sulfobromophthalein Sodium,[Na+].[Na+].Oc1ccc(cc1S(=O)(=O)[O-])C2(OC(=O)c3c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)S(=O)(=O)[O-],bitter,838.0040000000001,-1.5736999999999965,2.0,10.0,181.16
Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,bitter,733.9370000000001,1.785600000000004,5.0,14.0,193.91
Retigabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,tasteless,303.337,3.588400000000001,3.0,4.0,76.38
niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,tasteless,327.123,3.859500000000001,2.0,4.0,92.47000000000001
fluoxymesterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,tasteless,336.447,3.3322000000000025,2.0,3.0,57.53
MERCUROUS ION DIIODIDE,[I-].[I-].[Hg+].[Hg+],tasteless,654.988,-5.997000000000001,0.0,0.0,0.0
CHLORPHENESIN CARBAMATE,C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,tasteless,245.66199999999995,1.1749999999999998,2.0,4.0,81.78
BITOSCANATE,C1=CC(=CC=C1N=C=S)N=C=S,tasteless,192.268,3.1552000000000016,0.0,4.0,24.72
PYRANTEL,CN1CCCN=C1/C=C/C2=CC=CS2,tasteless,206.31400000000002,2.4953000000000003,0.0,3.0,15.6
COUMATETRALYL,C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O,tasteless,292.334,3.966800000000004,1.0,3.0,50.44
TRIMAGNESIUM PHOSPHATE,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2],tasteless,262.85499999999996,-6.7916,0.0,8.0,172.5
benzoic acid,C1=CC=C(C=C1)C(=O)O,tasteless,122.12299999999996,1.3848,1.0,1.0,37.3
zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,tasteless,212.22999999999996,0.6163,1.0,4.0,86.19
thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,tasteless,201.25400000000002,2.686400000000001,1.0,3.0,41.57
sorbic acid,C/C=C/C=C/C(=O)O,tasteless,112.12799999999999,1.2033,1.0,1.0,37.3
Oxygen,O=O,tasteless,31.998,0.067,0.0,2.0,34.14
MERCUROUS ION DIBROMIDE,[Br-].[Br-].[Hg+].[Hg+],tasteless,560.988,-5.997000000000001,0.0,0.0,0.0
PINDONE,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,tasteless,230.26299999999998,2.2970000000000006,0.0,3.0,51.21
IOPANOIC ACID,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,tasteless,570.9340000000001,3.7359000000000018,2.0,2.0,63.32000000000001
methane,C,tasteless,16.043,0.6361,0.0,0.0,0.0
AgI,[Ag+].[I-],tasteless,234.772,-2.9985,0.0,0.0,0.0
carbon monoxide,[C-]#[O+],tasteless,28.009999999999998,-0.03751,0.0,0.0,19.9
BARIUM SULFATE,[O-]S(=O)(=O)[O-].[Ba+2],tasteless,233.391,-1.7187999999999997,0.0,4.0,80.25999999999999
SARIN,CC(C)OP(=O)(C)F,tasteless,140.094,2.2038,0.0,2.0,26.3
TITANIUM DIOXIDE,O=[Ti]=O,tasteless,79.865,-0.2401,0.0,2.0,34.14
zinc(II)cyanide,[C-]#N.[C-]#N.[Zn+2],tasteless,117.42599999999999,0.19024,0.0,2.0,47.58
ribavirin,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,tasteless,244.20699999999994,-3.0114999999999994,4.0,8.0,143.72000000000003
Tocodilydrin,CC(CCC1=CC=CC=C1)[NH2+]C(C)C(C2=CC=C(C=C2)O)O.[Cl-],tasteless,335.875,-0.5971999999999983,3.0,2.0,57.07000000000001
Helium,[He],tasteless,4.003,0.0,0.0,0.0,0.0
Bi(NO3)3,[N+](=O)([O-])O[Bi](O[N+](=O)[O-])O[N+](=O)[O-],tasteless,394.99200000000013,-1.4038,0.0,9.0,157.11
methyclothiazide,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,tasteless,360.244,0.5982999999999998,2.0,5.0,109.57000000000001
ACENOCOUMAROL,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,tasteless,353.3300000000001,3.5178000000000034,1.0,6.0,110.64999999999999
POTASSIUM BROMATE,[O-]Br(=O)=O.[K+],tasteless,166.99899999999997,-6.563000000000001,0.0,3.0,69.17999999999999
primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,tasteless,218.256,0.5378999999999994,2.0,2.0,58.2
STRONTIUM CARBONATE,C(=O)([O-])[O-].[Sr+2],tasteless,147.62800000000001,-2.8278,0.0,3.0,63.19
Radon,[Rn],tasteless,222.0,0.0,0.0,0.0,0.0
4-Chlorophenyl phenyl sulfone,C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)Cl,tasteless,252.72199999999998,3.1728000000000023,0.0,2.0,34.14
MAGNESIUM STEARATE,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],tasteless,591.2570000000005,9.614799999999999,0.0,4.0,80.25999999999999
BARIUM CARBONATE,C(=O)([O-])[O-].[Ba+2],tasteless,197.336,-2.8278,0.0,3.0,63.19
bisacodyl,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,tasteless,361.3970000000001,4.112400000000003,0.0,5.0,65.49000000000001
Trisenox,[O-2].[O-2].[O-2].[As+3].[As+3],tasteless,197.841,-1.118,0.0,0.0,85.5
phenacemide,C1=CC=C(C=C1)CC(=O)NC(=O)N,tasteless,178.19099999999997,0.4240000000000001,2.0,2.0,72.19
Sodium hexafluorosilicate,F[Si-2](F)(F)(F)(F)F.[Na+].[Na+],tasteless,188.05400000000003,-3.8516,0.0,0.0,0.0
Hydrogen,[HH],tasteless,2.016,0.246,0.0,0.0,0.0
Butyl phthalyl butyl glycolate,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,tasteless,336.3840000000002,3.143600000000002,0.0,6.0,78.9
VINYL ALCOHOL,C=CO,tasteless,44.053,0.6879,1.0,1.0,20.23
furosemide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,tasteless,330.749,1.8907,3.0,5.0,122.62999999999998
metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,tasteless,365.8420000000001,2.7141200000000003,2.0,4.0,92.5
Triolein,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC,tasteless,885.4529999999991,18.097099999999976,0.0,6.0,78.9
"2,6-Di-tert-butyl-4-methylphenol",CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,tasteless,220.35599999999997,4.295620000000003,1.0,1.0,20.23
allantoin,C1(C(=O)NC(=O)N1)NC(=O)N,tasteless,158.117,-2.1798,4.0,3.0,113.32000000000001
hydrogen sulfide,S,tasteless,34.083,0.11280000000000001,0.0,0.0,0.0
Argentous cyanide,[C-]#N.[Ag+],tasteless,133.886,0.09387,0.0,1.0,23.79
ethylestrenol,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,tasteless,288.47499999999997,5.090300000000006,1.0,1.0,20.23
Lauroyl peroxide,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,tasteless,398.6280000000004,7.829600000000009,0.0,4.0,52.6
SULFUR HEXAFLUORIDE,FS(F)(F)(F)(F)F,tasteless,146.055,3.1693999999999996,0.0,0.0,0.0
Argon,[Ar],tasteless,39.948,0.0,0.0,0.0,0.0
6-aminohexanoic acid,C(CCC(=O)O)CCN,tasteless,131.17499999999998,0.5901000000000001,2.0,2.0,63.31999999999999
droperidol,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,tasteless,379.43500000000006,3.6784000000000026,1.0,4.0,58.1
sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,tasteless,398.40000000000015,1.8001999999999998,3.0,7.0,137.82
Neon,[Ne],tasteless,20.18,0.0,0.0,0.0,0.0
BENZOYL PEROXIDE,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,tasteless,242.23,2.615400000000001,0.0,4.0,52.6
Nitrogen,N#N,tasteless,28.014,0.03016,0.0,2.0,47.58
DL-DOPA,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,tasteless,197.19,0.05219999999999969,4.0,4.0,103.78
CALCIUM GLUCONATE,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2],tasteless,430.37200000000007,-10.036400000000004,10.0,14.0,282.56
Mephobarbital,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,tasteless,246.266,1.0425999999999995,1.0,3.0,66.48
CALUSTERONE,C[C@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O)C,tasteless,316.485,4.515300000000005,1.0,2.0,37.3
Mercury(+2) Cation Diiodide,[I-].[I-].[Hg+2],tasteless,454.398,-5.9945,0.0,0.0,0.0
TRISTEARIN,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,tasteless,891.500999999999,18.769099999999984,0.0,6.0,78.9
CARBROMAL,CCC(CC)(C(=O)NC(=O)N)Br,tasteless,237.09699999999998,1.1350000000000002,2.0,2.0,72.19
Lysergide,CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,tasteless,323.4400000000001,2.9060000000000006,1.0,2.0,39.34
water,O,tasteless,18.015,-0.8247,0.0,0.0,31.5
hexachlorophene,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,tasteless,406.9069999999999,6.609000000000001,2.0,2.0,40.46
PHENOTHIAZINE,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,tasteless,199.278,3.894800000000001,1.0,2.0,12.03
Allyl hexanoate,CCCCCC(=O)OCC=C,sweet,156.22499999999997,2.2959000000000005,0.0,2.0,26.3
DIMETHYL SUCCINATE,COC(=O)CCC(=O)OC,sweet,146.142,0.11259999999999981,0.0,4.0,52.60000000000001
S-Ethyl thioacetate,CCSC(=O)C,sweet,104.17399999999999,1.286,0.0,2.0,17.07
Citronellyl butyrate,CCCC(=O)OCCC(C)CCC=C(C)C,sweet,226.35999999999996,4.102300000000004,0.0,2.0,26.3
3658-77-3,CC1C(=O)C(=C(O1)C)O,sweet,128.12699999999998,0.7637,1.0,3.0,46.53
Butyl acetate,CCCCOC(=O)C,sweet,116.15999999999998,1.3496000000000001,0.0,2.0,26.3
104-09-6,CC1=CC=C(C=C1)CC=O,sweet,134.178,1.73642,0.0,1.0,17.07
Butyl isobutyrate,CCCCOC(=O)C(C)C,sweet,144.21399999999997,1.9857,0.0,2.0,26.3
alpha-Angelica lactone,CC1=CCC(=O)O1,sweet,98.101,0.8371,0.0,2.0,26.3
Maltol propionate,CCC(=O)OC1=C(OC=CC1=O)C,sweet,182.17499999999998,1.26362,0.0,4.0,56.51
PENTYL BUTYRATE,CCCCCOC(=O)CCC,sweet,158.24099999999996,2.5199000000000007,0.0,2.0,26.3
2-METHYLBUTYL 2-METHYLBUTYRATE,CCC(C)COC(=O)C(C)CC,sweet,172.26799999999997,2.6218000000000012,0.0,2.0,26.3
5-METHYLFURFURAL,CC1=CC=C(O1)C=O,sweet,110.112,1.40052,0.0,2.0,30.21
4-Methoxybenzyl formate,COC1=CC=C(C=C1)COC=O,sweet,166.176,1.3681999999999999,0.0,3.0,35.53
CYCLOHEXYL PROPIONATE,CCC(=O)OC1CCCCC1,sweet,156.22499999999997,2.2723000000000004,0.0,2.0,26.3
3-Methyl-2-butenal,CC(=CC=O)C,sweet,84.11800000000001,1.1515,0.0,1.0,17.07
4-Ethyl-2-methoxyphenol,CCC1=CC(=C(C=C1)O)OC,sweet,152.19299999999996,1.9631999999999996,1.0,2.0,29.46
Methyl 2-furoate,COC(=O)C1=CC=CO1,sweet,126.11099999999998,1.0661999999999998,0.0,3.0,39.44
ETHYL PROPIONATE,CCC(=O)OCC,sweet,102.133,0.9595,0.0,2.0,26.3
ETHYL DECANOATE,CCCCCCCCCC(=O)OCC,sweet,200.32199999999997,3.6902000000000026,0.0,2.0,26.3
Prenyl acetate,CC(=CCOC(=O)C)C,sweet,128.171,1.5157,0.0,2.0,26.3
ALLYL ISOVALERATE,CC(C)CC(=O)OCC=C,sweet,142.19799999999998,1.7617,0.0,2.0,26.3
Linalyl isobutyrate,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,sweet,224.34399999999994,3.876700000000003,0.0,2.0,26.3
Hexyl isobutyrate,CCCCCCOC(=O)C(C)C,sweet,172.268,2.765900000000001,0.0,2.0,26.3
Propyl heptanoate,CCCCCCC(=O)OCCC,sweet,172.26799999999997,2.910000000000001,0.0,2.0,26.3
Hedione,CCCCCC1C(CCC1=O)CC(=O)OC,sweet,226.31599999999995,2.725100000000001,0.0,3.0,43.370000000000005
PROPYL ISOBUTYRATE,CCCOC(=O)C(C)C,sweet,130.18699999999995,1.5956000000000001,0.0,2.0,26.3
"2,3-butanedione",CC(=O)C(=O)C,sweet,86.08999999999999,0.1644,0.0,2.0,34.14
gamma-Heptalactone,CCCC1CCC(=O)O1,sweet,128.171,1.4921,0.0,2.0,26.3
"D,D-Neotame",CC(C)(C)CCN[C@H](CC(=O)O)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)OC,sweet,378.4690000000001,1.756,3.0,5.0,104.73
ETHYL LACTATE,CCOC(=O)C(C)O,sweet,118.13199999999998,-0.06970000000000004,1.0,3.0,46.53
METHYL 4-METHYLPENTANOATE,CC(C)CCC(=O)OC,sweet,130.18699999999998,1.5956000000000001,0.0,2.0,26.3
Geranyl isobutyrate,CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,sweet,224.34399999999994,3.878300000000003,0.0,2.0,26.3
Phenethyl acetate,CC(=O)OCCC1=CC=CC=C1,sweet,164.204,1.7922,0.0,2.0,26.3
Ethyl pentanoate,CCCCC(=O)OCC,sweet,130.18699999999998,1.7397,0.0,2.0,26.3
gamma-Caprolactone,CCC1CCC(=O)O1,sweet,114.14399999999999,1.1019999999999999,0.0,2.0,26.3
Ethyl 4-methoxybenzoate,CCOC(=O)C1=CC=C(C=C1)OC,sweet,180.20299999999997,1.8719,0.0,3.0,35.53
28664-35-9,CC1C(=C(C(=O)O1)O)C,sweet,128.12699999999995,0.7636999999999998,1.0,3.0,46.53
2-(4-methylphenyl)propan-2-ol,CC1=CC=C(C=C1)C(C)(C)O,sweet,150.221,2.22242,1.0,1.0,20.23
METHYL ISOBUTYRATE,CC(C)C(=O)OC,sweet,102.13299999999998,0.8154,0.0,2.0,26.3
PROPYL HEXANOATE,CCCCCC(=O)OCCC,sweet,158.24099999999996,2.5199000000000007,0.0,2.0,26.3
21835-01-8,CCC1=C(C(=O)CC1)O,sweet,126.15499999999997,1.5714000000000001,1.0,2.0,37.3
6-Pentyl-2H-pyran-2-one,CCCCCC1=CC=CC(=O)O1,sweet,166.21999999999997,2.3725000000000005,0.0,2.0,30.21
Vanillyl alcohol,COC1=C(C=CC(=C1)CO)O,sweet,154.165,0.8930999999999998,2.0,3.0,49.69
ISOBUTYL ISOVALERATE,CC(C)CC(=O)OCC(C)C,sweet,158.24099999999999,2.2317,0.0,2.0,26.3
Estragole,COC1=CC=C(C=C1)CC=C,sweet,148.20499999999998,2.4237,0.0,1.0,9.23
2-Ethylbutanal,CCC(CC)C=O,sweet,100.16099999999999,1.6215,0.0,1.0,17.07
Ethyl methyl-p-tolylglycidate,CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C,sweet,220.26799999999997,2.1721199999999996,0.0,3.0,38.83
Isoamyl butyrate,CCCC(=O)OCCC(C)C,sweet,158.24099999999999,2.375800000000001,0.0,2.0,26.3
Isobutyl phenylacetate,CC(C)COC(=O)CC1=CC=CC=C1,sweet,192.258,2.4283,0.0,2.0,26.3
"3,4-Dimethoxybenzaldehyde",COC1=C(C=C(C=C1)C=O)OC,sweet,166.17599999999996,1.5163,0.0,3.0,35.53
Allyl alpha-ionone,CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,sweet,232.36699999999993,4.460400000000004,0.0,1.0,17.07
ETHYL SORBATE,CCOC(=O)/C=C/C=C/C,sweet,140.18199999999996,1.6818,0.0,2.0,26.3
Dihydrojasmone,CCCCCC1=C(CCC1=O)C,sweet,166.26399999999998,3.246100000000002,0.0,1.0,17.07
4-Formyl-2-methoxyphenyl acetate,CC(=O)OC1=C(C=C(C=C1)C=O)OC,sweet,194.18599999999998,1.433,0.0,4.0,52.60000000000001
ISOBUTYL FORMATE,CC(C)COC=O,sweet,102.13299999999998,0.8154,0.0,2.0,26.3
Hydroxycitronellal,CC(CCCC(C)(C)O)CC=O,sweet,172.268,2.1527000000000003,1.0,2.0,37.3
PERILLALDEHYDE,CC(=C)C1CCC(=CC1)C=O,sweet,150.221,2.4879000000000007,0.0,1.0,17.07
Cinnamyl isobutyrate,CC(C)C(=O)OC/C=C/C1=CC=CC=C1,sweet,204.269,2.899000000000002,0.0,2.0,26.3
Ethyl 3-(2-furyl)propionate,CCOC(=O)CCC1=CC=CO1,sweet,168.192,1.7753,0.0,3.0,39.44
2705-87-5,C=CCOC(=O)CCC1CCCCC1,sweet,196.28999999999994,3.076100000000002,0.0,2.0,26.3
L-glutamine,C(CC(=O)N)[C@@H](C(=O)O)N,sweet,146.146,-1.336199999999999,3.0,3.0,106.41
