name,smiles,taste
2-Phenylpropionaldehyde dimethyl acetal,CC(C1=CC=CC=C1)C(OC)OC,sweet
2-Methylbutyraldehyde,CCC(C)C=O,sweet
DELTA-NONALACTONE,CCCCC1CCCC(=O)O1,sweet
Benzalacetone,CC(=O)/C=C/C1=CC=CC=C1,sweet
Lactone of cis-jasmone,CC/C=C/CCC1(CCC(=O)O1)C,sweet
GERANYL ACETATE,CC(=CCC/C(=C/COC(=O)C)/C)C,sweet
4-Methyl-2-pentanone,CC(C)CC(=O)C,sweet
beta-Ionol,CC1=C(C(CCC1)(C)C)/C=C/C(C)O,sweet
Damascenone,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,sweet
cis-3-Hexenyl anthranilate,CC/C=C\CCOC(=O)C1=CC=CC=C1N,sweet
3-Mercaptohexyl acetate,CCCC(CCOC(=O)C)S,sweet
ETHYL ISOBUTYRATE,CCOC(=O)C(C)C,sweet
cis-Carvyl acetate,CC1=CC[C@H](C[C@H]1OC(=O)C)C(=C)C,sweet
1-Pentanol,CCCCCO,sweet
ETHYL LAURATE,CCCCCCCCCCCC(=O)OCC,sweet
3549-23-3,CC(C)(C)C1=CC=C(C=C1)CC(=O)OC,sweet
ethyl trans-2-octenoate,CCCCC/C=C/C(=O)OCC,sweet
Methyl 2-nonenoate,CCCCCC/C=C\C(=O)OC,sweet
Methyl jasmonate,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,sweet
"2,3-HEXANEDIONE",CCCC(=O)C(=O)C,sweet
propionic acid,CCC(=O)O,sweet
(+)-alpha-Terpineol,CC1=CC[C@@H](CC1)C(C)(C)O,sweet
1-Octen-3-yl acetate,CCCCCC(C=C)OC(=O)C,sweet
gamma-Dodecalactone,CCCCCCCCC1CCC(=O)O1,sweet
CYCLOHEXANECARBOXYLIC ACID,C1CCC(CC1)C(=O)O,sweet
4-Methyl-2-pentene-1-al,CC(C)/C=C\C=O,sweet
GERANIC ACID,CC(=CCC/C(=C/C(=O)O)/C)C,sweet
p-Mentha-8-thiol-3-one,CC1CCC(C(=O)C1)C(C)(C)S,sweet
Methyl 2-undecynoate,CCCCCCCCC#CC(=O)OC,sweet
"5-Methylhexane-2,3-dione",CC(C)CC(=O)C(=O)C,sweet
2-TRIDECENAL,CCCCCCCCCC/C=C/C=O,sweet
3-(Methylthio)hexyl acetate,CCCC(CCOC(=O)C)SC,sweet
53398-85-9,CC/C=C\CCOC(=O)C(C)CC,sweet
Benzaldehyde dimethyl acetal,COC(C1=CC=CC=C1)OC,sweet
Isopentyl hexanoate,CCCCCC(=O)OCCC(C)C,sweet
Pyruvic acid,CC(=O)C(=O)O,sweet
Benzyl formate,C1=CC=C(C=C1)COC=O,sweet
Isobutyl cinnamate,CC(C)COC(=O)/C=C/C1=CC=CC=C1,sweet
BENZYL BENZOATE,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,sweet
1-Hexanol,CCCCCCO,sweet
CYCLOHEXYL FORMATE,C1CCC(CC1)OC=O,sweet
BENZYL CINNAMATE,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,sweet
2-Isopropyl-5-methyl-2-hexenal,CC(C)C/C=C(/C=O)\C(C)C,sweet
2-HEPTANONE,CCCCCC(=O)C,sweet
Ethyl 3-methylpentanoate,CCC(C)CC(=O)OCC,sweet
HYDROGEN ORNITHINE CHLORIDE,[H+].C(CC(C(=O)O)N)CN.[Cl-],sweet
trans-2-Hexenal,CCC/C=C/C=O,sweet
Isopulegol acetate,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,sweet
4-Methoxycinnamaldehyde,COC1=CC=C(C=C1)/C=C/C=O,sweet
Methyl cinnamate,COC(=O)/C=C/C1=CC=CC=C1,sweet
TETRADECANAL,CCCCCCCCCCCCCC=O,sweet
1-Phenylethyl propionate,CCC(=O)OC(C)C1=CC=CC=C1,sweet
2-Pentyl butyrate,CCCC(C)OC(=O)CCC,sweet
AC1OCVZS,C[C@H](COC(=O)C(C)C)C1=CC=CC=C1,sweet
Ethyl 2-methylbutyrate,CCC(C)C(=O)OCC,sweet
formic acid,C(=O)O,sweet
Cyclohexyl butyrate,CCCC(=O)OC1CCCCC1,sweet
Butyl hexanoate,CCCCCC(=O)OCCCC,sweet
1-Phenyl-2-pentanol,CCCC(CC1=CC=CC=C1)O,sweet
2-ETHYLBUTYRIC ACID,CCC(CC)C(=O)O,sweet
Tiglic aldehyde,C/C=C(\C)/C=O,sweet
Dihydro-alpha-ionone,CC1=CCCC(C1CCC(=O)C)(C)C,sweet
2-NONANOL,CCCCCCCC(C)O,sweet
2-Methylpentanal,CCCC(C)C=O,sweet
(Z)-Hex-2-enyl acetate,CCC/C=C\COC(=O)C,sweet
Furfuryl octanoate,CCCCCCCC(=O)OCC1=CC=CO1,sweet
Isobutyl 2-furanpropionate,CC(C)COC(=O)CCC1=CC=CO1,sweet
Dmpec isobutyrate,CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,sweet
Decyl butyrate,CCCCCCCCCCOC(=O)CCC,sweet
ETHYL CINNAMATE,CCOC(=O)/C=C/C1=CC=CC=C1,sweet
cis-Ethyl crotonate,CCOC(=O)/C=C\C,sweet
Neryl acetate,CC(=CCC/C(=C\COC(=O)C)/C)C,sweet
"2,4-Decadien-1-ol",CCCCC/C=C/C=C/CO,sweet
Menthyl acetate,CC1CCC(C(C1)OC(=O)C)C(C)C,sweet
JASMOLACTONE,CC/C=C/CCC1CCCC(=O)O1,sweet
Cinnamyl butyrate,CCCC(=O)OC/C=C/C1=CC=CC=C1,sweet
o-cresol,CC1=CC=CC=C1O,sweet
butyric acid,CCCC(=O)O,sweet
Cinnamyl acetate,CC(=O)OC/C=C/C1=CC=CC=C1,sweet
3-Methylvaleric acid,CCC(C)CC(=O)O,sweet
"(E)-3-Hexen-1-ol, pentanoate",CCCCC(=O)OCC/C=C/CC,sweet
cis-3-Hexenyl benzoate,CC/C=C\CCOC(=O)C1=CC=CC=C1,sweet
Hexyl formate,CCCCCCOC=O,sweet
104-50-7,CCCCC1CCC(=O)O1,sweet
2-PENTADECANONE,CCCCCCCCCCCCCC(=O)C,sweet
alpha-Ethylfurylacrolein,CC/C(=C\C1=CC=CO1)/C=O,sweet
(Z)-Hex-3-en-1-ol,CC/C=C\CCO,sweet
Leaf acetal,CC/C=C/CCOC(C)OCC,sweet
UNII-TD4E94AD7V,C/C=C/C/C=C/C(=O)C,sweet
3-Methyl-1-butanol,CC(C)CCO,sweet
Octyl acetate,CCCCCCCCOC(=O)C,bitter
alpha-Terpinyl butyrate,CCCC(=O)OC(C)(C)C1CCC(=CC1)C,bitter
(Z)-cinnamyl alcohol,C1=CC=C(C=C1)/C=C\CO,bitter
QUININE SULFATE DIHYDRATE,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O.O.O.OS(=O)(=O)O,bitter
peanut oxazole,C[C@H]1C(=[NH+][C@H](O1)C)C,bitter
D-Alloisoleucine,CC[C@H](C)[C@H](C(=O)O)N,bitter
Vitaneurin,[H+].CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-].[Cl-],bitter
Methylisoeugenol,C/C=C/C1=CC(=C(C=C1)OC)OC,bitter
Polysorbate 80 (glycol),CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO,bitter
DL-Leucine,CC(C)CC(C(=O)O)N,bitter
SCHEMBL1532441,[H+].COC1=CC2=C(C=CN=C2C=C1)C(C3CC4(CCN3CC4)C=C)O.[Cl-],bitter
1-HEXANETHIOL,CCCCCCS,bitter
piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,tasteless
(-)-menthyl lactate,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C(C)O)C(C)C,tasteless
Hymenoside F,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)CC2=CC(=C(C=C2)O)O)O)OC(=O)CC3=CC=C(C=C3)O)OC(=O)CC4=CC(=C(C=C4)O)O,bitter
Isocoumarin,C1=CC=C2C(=C1)C=COC2=O,bitter
Kutkin,COC1=C(C=CC(=C1)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC(=O)/C=C/C3=CC=CC=C3.O.O,bitter
Hymenoside E,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)CC2=CC(=C(C=C2)O)O)O)O)OC(=O)CC3=CC(=C(C=C3)O)O,bitter
Catalposide,C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@H]3[C@@]2(O3)CO)OC(=O)C4=CC=C(C=C4)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,bitter
ACHILLIN,C[C@@H]1[C@@H]2CCC(=C3[C@@H]([C@H]2OC1=O)C(=CC3=O)C)C,bitter
BRUCEIN B,CC1=C(C(=O)C[C@]2([C@H]1CC3[C@]45[C@@H]2[C@H]([C@@H]([C@](C4[C@H](C(=O)O3)OC(=O)C)(OC5)C(=O)OC)O)O)C)O,bitter
Bruceine C,CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)(C)O)(OC5)C(=O)OC)O)O)C)O,bitter
Hymenoside D,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)OC(=O)CC2=CC(=C(C=C2)O)O)OC(=O)CC3=CC=C(C=C3)O,bitter
BIS(ACETIC ACID); TANNINS,CC(=O)O.CC(=O)O.C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,bitter
digitoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,bitter
Hymenoside B,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)OC(=O)CC2=CC(=C(C=C2)O)O)OC(=O)CC3=CC(=C(C=C3)O)O,bitter
Centapicrin,CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1O)O[C@H]2[C@@H]([C@@H]3CCOC(=O)C3=CO2)C=C)COC4=CC=CC(=C4)C(=O)O)O,bitter
Stevisalioside A,CC(=O)OC1C(C(OC(C1OC(=O)C)OC(=O)C2(CCCC3(C2CCC45C3C(C(C(=C)C4)C(=O)C5)O)C)C)CO)OC6C(C(C(CO6)O)O)O,bitter
Tomatine,C[C@H]1CC[C@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)C)C)C)NC1,bitter
Hymenoside C,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)OC(=O)CC2=CC=C(C=C2)O)OC(=O)CC3=CC(=C(C=C3)O)O,bitter
Aloenin,CC1=CC(=CC(=C1C2=CC(=CC(=O)O2)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,bitter
Chaparrinone,C[C@@H]1[C@@H]2CC(=O)O[C@H]3[C@@]24CO[C@@]([C@@H]1O)([C@@H]4[C@@]5([C@@H](C3)C(=CC(=O)[C@H]5O)C)C)O,bitter
Digallic acid,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O,bitter
Hymenoside A,C/C(=C\CO)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)OC(=O)CC2=CC=C(C=C2)O)OC(=O)CC3=CC=C(C=C3)O,bitter
Acteoside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,bitter
Erythrocentaurin,C1COC(=O)C2=C1C(=CC=C2)C=O,bitter
Hydroxyvernolide,C=C1[C@@H]2[C@H](C[C@]34[C@H](O3)CC/C(=C/[C@H]2OC1=O)/CO[C@H]4O)OC(=O)C(=C)CO,bitter
Mogroside V,C[C@H](CC[C@H](C(C)(C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)[C@H]4CC[C@@]5([C@@]4(C[C@H]([C@@]6([C@H]5CC=C7[C@H]6CC[C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)C)O)C)C,sweet
Osladin,C[C@@H]1CCC(O[C@@H]1O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)[C@@H](C)C3CC[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC(=O)[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C,sweet
Polypodoside A,C[C@H]1CC[C@@H](O[C@@H]1O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)[C@@H](C)[C@H]3CC[C@H]4[C@@]3(CC[C@@H]5C4=CC(=O)[C@H]6[C@@]5(CC[C@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C,sweet
Polypodoside B,CC1CCC(OC1OC2C(C(C(C(O2)C)O)O)O)C(C)C3CCC4C3(CCC5C4=CC(=O)C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)O)C)C,sweet
Polypodoside C,CC1CCC(OC1OC2C(C(C(C(O2)C)O)OC)O)C(C)C3CCC4C3(CCC5C4=CC(=O)C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)O)C)C,sweet
Periandrin I,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C=O)CCC6C3(CCC7(C6=CC(CC7)(C)C(=O)O)C)C)C)C,sweet
Periandrin III,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)CO)CCC6C3(CCC7(C6=CC(CC7)(C)C(=O)O)C)C)C)C,sweet
Periandrin V,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(CO5)O)O)O)C=O)CCC6C3(CCC7(C6=CC(CC7)(C)C(=O)O)C)C)C)C,sweet
Pterocaryoside A,C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2C[C@H]3[C@@](CC[C@H]([C@]3(C)CCC(=O)O)C(=C)C)([C@]4([C@H]2[C@H](CC4)[C@](C)(C/C=C/C(C)(C)O)O)C)C)O)O)O,sweet
Pterocaryoside B,CC(=C)[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CCC(=O)O)C[C@H]([C@H]3[C@]2(CC[C@@H]3[C@](C)(C/C=C/C(C)(C)O)O)C)O[C@H]4[C@@H]([C@H]([C@H](CO4)O)O)O)C,sweet
rebaudioside,C[C@]1(CCCC2(C1CC[C@]34C2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet
Rubusoside,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)(C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,sweet
Scandenoside R6,C[C@H](CC/C=C(/C)\CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H]3CC[C@@]4([C@@]3(C[C@H]([C@@]5([C@H]4CC=C6[C@H]5CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)O)C)C,sweet
Stevioside,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,sweet
Ziziphin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CO[C@H]([C@@H]([C@H]2O)O)O[C@H]3CC[C@@]4([C@H]5CC[C@@H]6[C@H]7[C@@](C[C@@H](O[C@@]78C[C@]6([C@@]5(CC[C@H]4C3(C)C)C)CO8)C=C(C)C)(C)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)OC(=O)C)OC(=O)C)C)O)O)O,sweet
Ethyl tiglate,CCOC(=O)/C(=C/C)/C,sweet
Fucoidan,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C)OS(=O)(=O)O)O)O,sweet
Gamma-undecalactone,CCCCCCCC1CCC(=O)O1,sweet
Cyclocarioside A,C[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2CC3C(C(CC4[C@@]3(CCC(C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H](O5)COC(=O)C)O)O)C)C)[C@@]6(C2C(CC6)[C@@]7(CCC(O7)C(C)(C)O)C)C)O)O)O,sweet
Germacranolide,C[C@H]1[C@@H]2[C@H](/C=C(\[C@H](CC/C(=C\[C@H]2OC1=O)/C)O)/C)O,bitter
Carnosifloside VI,C[C@H](CC/C=C(\C)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)[C@H]3CC[C@@]4([C@@]3(C[C@H]([C@@]5([C@H]4CC=C6[C@H]5CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)O)C)C,sweet
Baiyunoside,CC1=C([C@]2(CC[C@@H](C([C@@H]2CC1)(C)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)C)CCC5=COC=C5,sweet
Tauremisin,CC1C2CCC3(C(C2OC1=O)C(C=CC3=O)(C)O)C,bitter
Klaineanone,C[C@@H]1[C@@H]2CC(=O)O[C@H]3[C@@]2([C@H]([C@H]([C@@H]1O)O)[C@@]4([C@@H](C3)C(=CC(=O)[C@H]4O)C)C)C,bitter
Premarrubiin,C[C@@H]1C[C@@H]2[C@H]3[C@](CCC[C@@]3([C@@]14CC[C@]5(O4)COC=C5)C)(C(=O)O2)C,bitter
OLEANOLIC ACID,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,bitter
Phytol,CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C,bitter
Parillin,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C)C)C)OC1,bitter
Tenulin,C[C@@H]1C[C@H]2[C@@H]3[C@H]([C@]4([C@H]1C=CC4=O)C)OC([C@@]3(C(=O)O2)C)(C)O,bitter
VERNODALIN,C=C[C@]12C[C@@H]([C@@H]3[C@@H]([C@H]1C(=C)C(=O)OC2)OC(=O)C3=C)OC(=O)C(=C)CO,bitter
Vernodalol,COC(=O)C(=C)[C@@H]1[C@H](C[C@@]2(COC(=O)C(=C)[C@@H]2[C@H]1O)C=C)OC(=O)C(=C)CO,bitter
VERNOLIDE,CC(=C)C(=O)O[C@H]1C[C@]23[C@H](O2)CC/C(=C/[C@@H]4[C@@H]1C(=C)C(=O)O4)/CO[C@H]3O,bitter
linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,bitter
Ranunculin,C1=CC(=O)O[C@@H]1CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,bitter
MD bacitracin,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C3CSC(=N3)C(C(C)CC)N.C1=CC=C(C(=C1)C(=O)OCOC(=O)C2=CC=CC=C2O)O,bitter
Paradol,CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,sweet
Selligueain A,C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=C5[C@H]6C([C@](OC7=CC(=CC(=C67)O)O)(OC5=CC(=C34)O)C8=CC=C(C=C8)O)O)C9=CC=C(C=C9)O)O)O)O)C1=CC=C(C=C1)O)O,sweet
Abrusoside A,CC1=CC[C@H](OC1=O)[C@@H](C)[C@H]2CC[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H]([C@@]6(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C,sweet
ABRUSOSIDE D,CC1=CC[C@H](OC1=O)[C@@H](C)[C@H]2CC[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H]([C@@]6(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)C(=O)O)O)O)O)C)C,sweet
Abrusoside E,CC1=CC[C@H](OC1=O)[C@@H](C)[C@H]2CC[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H]([C@]6(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C,sweet
Apioglycyrrhizin,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@](CO7)(CO)O)O)C)(C)C(=O)O,sweet
Araboglycyrrhizin,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(CO5)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet
aspartame,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,sweet
lactitol,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,sweet
Sodium o-benzosulfimide,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Na+],sweet
POTASSIUM CYCLAMATE,C1CCC(CC1)NS(=O)(=O)[O-].[K+],sweet
SACCHARIN SODIUM,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.O.[Na+],sweet
UNII-5101OP7P2I,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.O.O.O.O.O.O.[Ca+2],sweet
SACCHARIN SODIUM,C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Na],sweet
ST51037207,C1CCC(CC1)NS(=O)(=O)O.[Na],sweet
AC1MC0GT,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,sweet
Cyclohexylsulfamate,C1CCC(CC1)NS(=O)(=O)[O-],sweet
Sweeta,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-],sweet
AC1L2841,C[C@]12CCC[C@@](C1CC[C@@]34C2CC[C@@](C3)(C(=C)C4)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,sweet
6381-91-5,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.[Ca+2],sweet
maltitol,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,sweet
Sucromat Pulver,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.O.[Na+],sweet
Calcium saccharin,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Ca+2],sweet
"D,L-Aspartame",COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC(=O)O)N,sweet
UNII-83860AQE03,COC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,sweet
VA10334,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)[O-])[NH3+],sweet
Lactulitol,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O)O,sweet
